stock,fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage
JBHT,2020-09-30,2020-10-16,1.18,1.28,-0.1,-7.8125
JBHT,2020-06-30,2020-07-16,1.14,0.83,0.31,37.3494
JBHT,2020-03-31,2020-04-14,0.98,0.98,0,0
JBHT,2019-12-31,2020-01-17,1.35,1.5,-0.15,-10
JCI,2025-03-31,2025-05-07,0.82,0.8,0.02,2.5
JCI,2024-12-31,2025-02-05,0.64,0.59,0.05,8.4746
JCI,2024-09-30,2024-11-06,1.28,1.25,0.03,2.4
JCI,2024-06-30,2024-07-31,1.14,1.08,0.06,5.5556
JCI,2024-03-31,2024-05-01,0.78,0.75,0.03,4
JCI,2023-12-31,2024-01-30,0.51,0.51,0,0
JCI,2023-09-30,2023-12-12,1.05,1.09,-0.04,-3.6697
JCI,2023-06-30,2023-08-02,1.03,1.03,0,0
JCI,2023-03-31,2023-05-05,0.75,0.73,0.02,2.7397
JCI,2022-12-31,2023-02-01,0.67,0.67,0,0
JCI,2022-09-30,2022-11-03,0.99,0.98,0.01,1.0204
JCI,2022-06-30,2022-08-04,0.85,0.85,0,0
JCI,2022-03-31,2022-05-04,0.63,0.63,0,0
JCI,2021-12-31,2022-02-02,0.54,0.53,0.01,1.8868
JCI,2021-09-30,2021-11-05,0.88,0.87,0.01,1.1494
JCI,2021-06-30,2021-07-30,0.83,0.83,0,0
JCI,2021-03-31,2021-04-30,0.52,0.49,0.03,6.1224
JCI,2020-12-31,2021-01-29,0.43,0.4,0.03,7.5
JCI,2020-09-30,2020-11-03,0.76,0.73,0.03,4.1096
JCI,2020-06-30,2020-07-31,0.67,0.48,0.19,39.5833
JCI,2020-03-31,2020-05-01,0.42,0.36,0.06,16.6667
JCI,2019-12-31,2020-01-31,0.4,0.38,0.02,5.2632
JNJ,2025-03-31,2025-04-15,2.77,2.58,0.19,7.3643
JNJ,2024-12-31,2025-01-22,2.04,2.01,0.03,1.4925
JNJ,2024-09-30,2024-10-15,2.42,2.21,0.21,9.5023
JNJ,2024-06-30,2024-07-17,2.82,2.7,0.12,4.4444
JNJ,2024-03-31,2024-04-16,2.71,2.65,0.06,2.2642
JNJ,2023-12-31,2024-01-23,2.29,2.28,0.01,0.4386
JNJ,2023-09-30,2023-10-17,2.66,2.52,0.14,5.5556
JNJ,2023-06-30,2023-07-20,2.8,2.62,0.18,6.8702
JNJ,2023-03-31,2023-04-18,2.68,2.5,0.18,7.2
JNJ,2022-12-31,2023-01-24,2.35,2.24,0.11,4.9107
JNJ,2022-09-30,2022-10-18,2.55,2.49,0.06,2.4096
JNJ,2022-06-30,2022-07-19,2.59,2.55,0.04,1.5686
JNJ,2022-03-31,2022-04-19,2.67,2.57,0.1,3.8911
JNJ,2021-12-31,2022-01-25,2.13,2.12,0.01,0.4717
JNJ,2021-09-30,2021-10-19,2.6,2.35,0.25,10.6383
JNJ,2021-06-30,2021-07-21,2.48,2.28,0.2,8.7719
JNJ,2021-03-31,2021-04-20,2.59,2.35,0.24,10.2128
JNJ,2020-12-31,2021-01-26,1.86,1.83,0.03,1.6393
JNJ,2020-09-30,2020-10-13,2.2,1.98,0.22,11.1111
JNJ,2020-06-30,2020-07-16,1.67,1.51,0.16,10.596
JNJ,2020-03-31,2020-04-14,2.3,2,0.3,15
JNJ,2019-12-31,2020-01-22,1.88,1.87,0.01,0.5348
JPM,2025-03-31,2025-04-11,5.07,4.64,0.43,9.2672
JPM,2024-12-31,2025-01-15,4.81,4.04,0.77,19.0594
JPM,2024-09-30,2024-10-11,4.37,3.99,0.38,9.5238
JPM,2024-06-30,2024-07-12,6.12,4.53,1.59,35.0993
JPM,2024-03-31,2024-04-12,4.44,4.13,0.31,7.5061
JPM,2023-12-31,2024-01-12,3.04,3.6,-0.56,-15.5556
JPM,2023-09-30,2023-10-13,4.33,3.96,0.37,9.3434
JPM,2023-06-30,2023-07-14,4.75,4,0.75,18.75
JPM,2023-03-31,2023-04-14,4.1,3.41,0.69,20.2346
JPM,2022-12-31,2023-01-13,3.57,3.1,0.47,15.1613
JPM,2022-09-30,2022-10-14,3.12,2.85,0.27,9.4737
JPM,2022-06-30,2022-07-14,2.76,2.9,-0.14,-4.8276
JPM,2022-03-31,2022-04-13,2.63,2.71,-0.08,-2.952
JPM,2021-12-31,2022-01-14,3.33,3.03,0.3,9.901
JPM,2021-09-30,2021-10-13,3.55,3,0.55,18.3333
JPM,2021-06-30,2021-07-13,3.78,3.17,0.61,19.2429
JPM,2021-03-31,2021-04-14,4.59,3.06,1.53,50
JPM,2020-12-31,2021-01-15,3.07,2.65,0.42,15.8491
JPM,2020-09-30,2020-10-13,3.09,2.24,0.85,37.9464
JPM,2020-06-30,2020-07-14,1.08,1.21,-0.13,-10.7438
JPM,2020-03-31,2020-04-14,2.89,2.2,0.69,31.3636
JPM,2019-12-31,2020-01-14,2.57,2.36,0.21,8.8983
K,2025-03-31,2025-05-01,0.9,1.01,-0.11,-10.8911
K,2024-12-31,2025-02-06,0.92,0.83,0.09,10.8434
K,2024-09-30,2024-10-31,0.91,0.85,0.06,7.0588
K,2024-06-30,2024-08-01,1.01,0.9,0.11,12.2222
K,2024-03-31,2024-05-02,1.01,0.85,0.16,18.8235
K,2023-12-31,2024-02-08,0.78,0.74,0.04,5.4054
K,2023-09-30,2023-11-08,1.03,0.92,0.11,11.9565
K,2023-06-30,2023-08-03,1.25,1.11,0.14,12.6126
K,2023-03-31,2023-05-04,1.1,1,0.1,10
K,2022-12-31,2023-02-09,0.94,0.85,0.09,10.5882
K,2022-09-30,2022-11-03,1.01,0.98,0.03,3.0612
K,2022-06-30,2022-08-04,1.18,1.05,0.13,12.381
K,2022-03-31,2022-05-05,1.1,0.93,0.17,18.2796
K,2021-12-31,2022-02-10,0.83,0.79,0.04,5.0633
K,2021-09-30,2021-11-04,1.09,0.94,0.15,15.9574
K,2021-06-30,2021-08-05,1.14,1.03,0.11,10.6796
K,2021-03-31,2021-05-06,1.11,1.05,0.06,5.7143
K,2020-12-31,2021-02-11,0.86,0.88,-0.02,-2.2727
K,2020-09-30,2020-10-29,0.91,0.88,0.03,3.4091
K,2020-06-30,2020-07-30,1.24,0.94,0.3,31.9149
K,2020-03-31,2020-04-30,1,0.97,0.03,3.0928
K,2019-12-31,2020-02-06,0.91,0.86,0.05,5.814
KEY,2025-03-31,2025-04-17,0.33,0.32,0.01,3.125
KEY,2024-12-31,2025-01-21,0.38,0.33,0.05,15.1515
KEY,2024-09-30,2024-10-17,-0.47,0.22,-0.69,-313.6364
KEY,2024-06-30,2024-07-18,0.25,0.24,0.01,4.1667
KEY,2024-03-31,2024-04-18,0.22,0.22,0,0
KEY,2023-12-31,2024-01-18,0.25,0.23,0.02,8.6957
KEY,2023-09-30,2023-10-19,0.29,0.27,0.02,7.4074
KEY,2023-06-30,2023-07-20,0.27,0.31,-0.04,-12.9032
KEY,2023-03-31,2023-04-20,0.3,0.44,-0.14,-31.8182
KEY,2022-12-31,2023-01-19,0.38,0.54,-0.16,-29.6296
KEY,2022-09-30,2022-10-20,0.55,0.58,-0.03,-5.1724
KEY,2022-06-30,2022-07-21,0.54,0.52,0.02,3.8462
KEY,2022-03-31,2022-04-21,0.45,0.49,-0.04,-8.1633
KEY,2021-12-31,2022-01-20,0.64,0.57,0.07,12.2807
KEY,2021-09-30,2021-10-21,0.66,0.57,0.09,15.7895
KEY,2021-06-30,2021-07-20,0.73,0.54,0.19,35.1852
KEY,2021-03-31,2021-04-20,0.61,0.48,0.13,27.0833
KEY,2020-12-31,2021-01-21,0.57,0.43,0.14,32.5581
KEY,2020-09-30,2020-10-21,0.41,0.37,0.04,10.8108
KEY,2020-06-30,2020-07-22,0.17,0.08,0.09,112.5
KEY,2020-03-31,2020-04-16,0.12,0.18,-0.06,-33.3333
KEY,2019-12-31,2020-01-23,0.48,0.48,0,0
KEYS,2025-04-30,2025-05-20,1.7,1.65,0.05,3.0303
KEYS,2025-01-31,2025-02-25,0.97,1.3,-0.33,-25.3846
KEYS,2024-10-31,2024-11-19,1.65,1.57,0.08,5.0955
KEYS,2024-07-31,2024-08-20,1.57,1.35,0.22,16.2963
KEYS,2024-04-30,2024-05-20,1.41,1.39,0.02,1.4388
KEYS,2024-01-31,2024-02-20,1.63,1.59,0.04,2.5157
KEYS,2023-10-31,2023-11-20,1.99,1.87,0.12,6.4171
KEYS,2023-07-31,2023-08-17,2.19,2.04,0.15,7.3529
KEYS,2023-04-30,2023-05-16,2.12,1.95,0.17,8.7179
KEYS,2023-01-31,2023-02-21,2.02,1.85,0.17,9.1892
KEYS,2022-10-31,2022-11-17,2.14,1.99,0.15,7.5377
KEYS,2022-07-31,2022-08-17,2.01,1.78,0.23,12.9213
KEYS,2022-04-30,2022-05-17,1.83,1.67,0.16,9.5808
KEYS,2022-01-31,2022-02-17,1.65,1.55,0.1,6.4516
KEYS,2021-10-31,2021-11-22,1.82,1.64,0.18,10.9756
KEYS,2021-07-31,2021-08-18,1.54,1.44,0.1,6.9444
KEYS,2021-04-30,2021-05-19,1.44,1.34,0.1,7.4627
KEYS,2021-01-31,2021-02-18,1.43,1.37,0.06,4.3796
KEYS,2020-10-31,2020-11-18,1.62,1.46,0.16,10.9589
KEYS,2020-07-31,2020-08-20,1.19,0.83,0.36,43.3735
KEYS,2020-04-30,2020-05-26,0.78,1.16,-0.38,-32.7586
KEYS,2020-01-31,2020-02-24,1.26,1.08,0.18,16.6667
KHC,2025-03-31,2025-04-29,0.62,0.6014,0.0186,3.0928
KHC,2024-12-31,2025-02-12,0.84,0.779,0.061,7.8306
KHC,2024-09-30,2024-10-30,0.75,0.74,0.01,1.3514
KHC,2024-06-30,2024-07-31,0.78,0.74,0.04,5.4054
KHC,2024-03-31,2024-05-01,0.69,0.69,0,0
KHC,2023-12-31,2024-02-14,0.78,0.77,0.01,1.2987
KHC,2023-09-30,2023-11-01,0.72,0.66,0.06,9.0909
KHC,2023-06-30,2023-08-02,0.79,0.76,0.03,3.9474
KHC,2023-03-31,2023-05-03,0.68,0.6,0.08,13.3333
KHC,2022-12-31,2023-02-15,0.85,0.78,0.07,8.9744
KHC,2022-09-30,2022-10-26,0.63,0.56,0.07,12.5
KHC,2022-06-30,2022-07-27,0.7,0.68,0.02,2.9412
KHC,2022-03-31,2022-04-27,0.6,0.53,0.07,13.2075
KHC,2021-12-31,2022-02-16,0.79,0.63,0.16,25.3968
KHC,2021-09-30,2021-10-27,0.65,0.58,0.07,12.069
KHC,2021-06-30,2021-08-04,0.78,0.72,0.06,8.3333
KHC,2021-03-31,2021-04-29,0.72,0.59,0.13,22.0339
KHC,2020-12-31,2021-02-11,0.8,0.74,0.06,8.1081
KHC,2020-09-30,2020-10-29,0.7,0.62,0.08,12.9032
KHC,2020-06-30,2020-07-30,0.8,0.65,0.15,23.0769
KHC,2020-03-31,2020-04-30,0.58,0.55,0.03,5.4545
KHC,2019-12-31,2020-02-13,0.72,0.68,0.04,5.8824
KIM,2025-03-31,2025-05-01,0.18,0.18,0,0
KIM,2024-12-31,2025-02-07,0.23,0.19,0.04,21.0526
KIM,2024-09-30,2024-10-31,0.19,0.18,0.01,5.5556
KIM,2024-06-30,2024-08-01,0.17,0.16,0.01,6.25
KIM,2024-03-31,2024-05-02,-0.03,0.18,-0.21,-116.6667
KIM,2023-12-31,2024-02-08,0.22,0.16,0.06,37.5
KIM,2023-09-30,2023-10-26,0.19,0.16,0.03,18.75
KIM,2023-06-30,2023-07-27,0.16,0.17,-0.01,-5.8824
KIM,2023-03-31,2023-04-27,0.46,0.2,0.26,130
KIM,2022-12-31,2023-02-09,-0.09,0.16,-0.25,-156.25
KIM,2022-09-30,2022-10-27,0.08,0.16,-0.08,-50
KIM,2022-06-30,2022-07-28,-0.21,0.15,-0.36,-240
KIM,2022-03-31,2022-04-28,0.37,0.15,0.22,146.6667
KIM,2021-12-31,2022-02-10,0.13,0.16,-0.03,-18.75
KIM,2021-09-30,2021-11-05,0.91,0.1,0.81,810
KIM,2021-06-30,2021-07-29,0.26,0.12,0.14,116.6667
KIM,2021-03-31,2021-04-29,0.3,0.1,0.2,200
KIM,2020-12-31,2021-02-11,0.45,0.1,0.35,350
KIM,2020-09-30,2020-11-05,-0.09,0.06,-0.15,-250
KIM,2020-06-30,2020-08-07,1.71,0.07,1.64,2342.8571
KIM,2020-03-31,2020-05-08,0.19,0.18,0.01,5.5556
KIM,2019-12-31,2020-01-30,0.22,0.17,0.05,29.4118
KLAC,2025-03-31,2025-04-30,8.41,8.08,0.33,4.0842
KLAC,2024-12-31,2025-01-30,8.2,7.76,0.44,5.6701
KLAC,2024-09-30,2024-10-30,7.33,7.05,0.28,3.9716
KLAC,2024-06-30,2024-07-24,6.6,6.15,0.45,7.3171
KLAC,2024-03-31,2024-04-25,5.26,5.01,0.25,4.99
KLAC,2023-12-31,2024-01-25,6.16,5.91,0.25,4.2301
KLAC,2023-09-30,2023-10-25,5.74,5.41,0.33,6.0998
KLAC,2023-06-30,2023-07-27,5.4,4.85,0.55,11.3402
KLAC,2023-03-31,2023-04-26,5.49,5.32,0.17,3.1955
KLAC,2022-12-31,2023-01-26,7.38,7.1,0.28,3.9437
KLAC,2022-09-30,2022-10-26,7.06,6.21,0.85,13.6876
KLAC,2022-06-30,2022-07-28,5.81,5.5,0.31,5.6364
KLAC,2022-03-31,2022-04-28,5.13,4.82,0.31,6.4315
KLAC,2021-12-31,2022-01-27,5.59,5.45,0.14,2.5688
KLAC,2021-09-30,2021-10-27,4.64,4.52,0.12,2.6549
KLAC,2021-06-30,2021-07-29,4.43,3.99,0.44,11.0276
KLAC,2021-03-31,2021-04-29,3.85,3.62,0.23,6.3536
KLAC,2020-12-31,2021-02-03,3.24,3.19,0.05,1.5674
KLAC,2020-09-30,2020-10-28,3.03,2.77,0.26,9.3863
KLAC,2020-06-30,2020-08-03,2.73,2.41,0.32,13.278
KLAC,2020-03-31,2020-05-05,2.47,2.28,0.19,8.3333
KLAC,2019-12-31,2020-02-04,2.66,2.58,0.08,3.1008
KMI,2025-03-31,2025-04-16,0.34,0.36,-0.02,-5.5556
KMI,2024-12-31,2025-01-22,0.32,0.33,-0.01,-3.0303
KMI,2024-09-30,2024-10-16,0.25,0.26,-0.01,-3.8462
KMI,2024-06-30,2024-07-17,0.25,0.25,0,0
KMI,2024-03-31,2024-04-17,0.34,0.34,0,0
KMI,2023-12-31,2024-01-17,0.28,0.29,-0.01,-3.4483
KMI,2023-09-30,2023-10-18,0.25,0.25,0,0
KMI,2023-06-30,2023-07-19,0.24,0.24,0,0
KMI,2023-03-31,2023-04-19,0.3,0.29,0.01,3.4483
KMI,2022-12-31,2023-01-18,0.34,0.3,0.04,13.3333
KMI,2022-09-30,2022-10-19,0.25,0.28,-0.03,-10.7143
KMI,2022-06-30,2022-07-20,0.28,0.27,0.01,3.7037
KMI,2022-03-31,2022-04-20,0.29,0.29,0,0
KMI,2021-12-31,2022-01-19,0.27,0.26,0.01,3.8462
KMI,2021-09-30,2021-10-20,0.22,0.24,-0.02,-8.3333
KMI,2021-06-30,2021-07-21,0.23,0.2,0.03,15
KMI,2021-03-31,2021-04-21,0.6,0.25,0.35,140
KMI,2020-12-31,2021-01-20,0.27,0.24,0.03,12.5
KMI,2020-09-30,2020-10-21,0.21,0.2,0.01,5
KMI,2020-06-30,2020-07-22,0.17,0.16,0.01,6.25
KMI,2020-03-31,2020-04-22,0.24,0.25,-0.01,-4
KMI,2019-12-31,2020-01-22,0.26,0.27,-0.01,-3.7037
KMX,2025-05-31,2025-06-20,1.38,1.1666,0.2134,18.2925
KMX,2025-02-28,2025-04-10,0.58,0.6616,-0.0816,-12.3337
KMX,2024-11-30,2024-12-19,0.81,0.6077,0.2023,33.2895
KMX,2024-08-31,2024-09-26,0.85,0.86,-0.01,-1.1628
KMX,2024-05-31,2024-06-21,0.97,0.96,0.01,1.0417
KMX,2024-02-29,2024-04-11,0.32,0.49,-0.17,-34.6939
KMX,2023-11-30,2023-12-21,0.52,0.43,0.09,20.9302
KMX,2023-08-31,2023-09-28,0.75,0.78,-0.03,-3.8462
KMX,2023-05-31,2023-06-23,1.16,0.79,0.37,46.8354
KMX,2023-02-28,2023-04-11,0.44,0.24,0.2,83.3333
KMX,2022-11-30,2022-12-22,0.24,0.7,-0.46,-65.7143
KMX,2022-08-31,2022-09-29,0.79,1.39,-0.6,-43.1655
KMX,2022-05-31,2022-06-24,1.56,1.49,0.07,4.698
KMX,2022-02-28,2022-04-12,0.98,1.25,-0.27,-21.6
KMX,2021-11-30,2021-12-22,1.63,1.44,0.19,13.1944
KMX,2021-08-31,2021-09-30,1.72,1.9,-0.18,-9.4737
KMX,2021-05-31,2021-06-25,2.63,1.63,1,61.3497
KMX,2021-02-28,2021-04-01,1.27,1.26,0.01,0.7937
KMX,2020-11-30,2020-12-22,1.42,1.14,0.28,24.5614
KMX,2020-08-31,2020-09-24,1.79,1.08,0.71,65.7407
KMX,2020-05-31,2020-06-19,-0.15,0.04,-0.19,-475
KMX,2020-02-29,2020-04-02,1.3,1.13,0.17,15.0442
KO,2025-03-31,2025-04-29,0.73,0.72,0.01,1.3889
KO,2024-12-31,2025-02-11,0.55,0.52,0.03,5.7692
KO,2024-09-30,2024-10-23,0.77,0.75,0.02,2.6667
KO,2024-06-30,2024-07-23,0.84,0.81,0.03,3.7037
KO,2024-03-31,2024-04-30,0.72,0.7,0.02,2.8571
KO,2023-12-31,2024-02-13,0.49,0.49,0,0
KO,2023-09-30,2023-10-24,0.74,0.69,0.05,7.2464
KO,2023-06-30,2023-07-26,0.78,0.72,0.06,8.3333
KO,2023-03-31,2023-04-24,0.68,0.65,0.03,4.6154
KO,2022-12-31,2023-02-14,0.45,0.45,0,0
KO,2022-09-30,2022-10-25,0.69,0.64,0.05,7.8125
KO,2022-06-30,2022-07-26,0.7,0.67,0.03,4.4776
KO,2022-03-31,2022-04-25,0.64,0.58,0.06,10.3448
KO,2021-12-31,2022-02-10,0.45,0.41,0.04,9.7561
KO,2021-09-30,2021-10-27,0.65,0.58,0.07,12.069
KO,2021-06-30,2021-07-21,0.68,0.56,0.12,21.4286
KO,2021-03-31,2021-04-19,0.55,0.5,0.05,10
KO,2020-12-31,2021-02-10,0.47,0.42,0.05,11.9048
KO,2020-09-30,2020-10-22,0.55,0.46,0.09,19.5652
KO,2020-06-30,2020-07-21,0.42,0.4,0.02,5
KO,2020-03-31,2020-04-21,0.51,0.44,0.07,15.9091
KO,2019-12-31,2020-01-30,0.44,0.44,0,0
KR,2025-04-30,2025-06-20,1.49,1.46,0.03,2.0548
KR,2025-01-31,2025-03-06,1.14,1.11,0.03,2.7027
KR,2024-10-31,2024-12-05,0.98,0.98,0,0
KR,2024-07-31,2024-09-12,0.93,0.91,0.02,2.1978
KR,2024-04-30,2024-06-20,1.43,1.34,0.09,6.7164
KR,2024-01-31,2024-03-07,1.34,1.13,0.21,18.5841
KR,2023-10-31,2023-11-30,0.95,0.9,0.05,5.5556
KR,2023-07-31,2023-09-08,0.96,0.91,0.05,5.4945
KR,2023-04-30,2023-06-15,1.51,1.44,0.07,4.8611
KR,2023-01-31,2023-03-02,0.99,0.9,0.09,10
KR,2022-10-31,2022-12-01,0.88,0.81,0.07,8.642
KR,2022-07-31,2022-09-09,0.9,0.9,0,0
KR,2022-04-30,2022-06-16,1.45,1.45,0,0
KR,2022-01-31,2022-03-03,0.91,0.91,0,0
KR,2021-10-31,2021-12-02,0.78,0.6665,0.1135,17.0293
KR,2021-07-31,2021-09-10,0.8,0.643,0.157,24.4168
KR,2021-04-30,2021-06-17,1.19,1.01,0.18,17.8218
KR,2021-01-31,2021-03-04,0.81,0.6888,0.1212,17.5958
KR,2020-10-31,2020-12-03,0.71,0.6667,0.0433,6.4947
KR,2020-07-31,2020-09-11,0.73,0.54,0.19,35.1852
KR,2020-04-30,2020-06-18,1.22,1.12,0.1,8.9286
KR,2020-01-31,2020-03-05,0.57,0.56,0.01,1.7857
LDOS,2025-03-31,2025-05-06,2.97,2.5,0.47,18.8
LDOS,2024-12-31,2025-02-11,2.37,2.28,0.09,3.9474
LDOS,2024-09-30,2024-10-29,2.93,2.02,0.91,45.0495
LDOS,2024-06-30,2024-07-30,2.63,2.27,0.36,15.859
LDOS,2024-03-31,2024-04-30,2.29,1.7,0.59,34.7059
LDOS,2023-12-31,2024-02-13,1.99,1.74,0.25,14.3678
LDOS,2023-09-30,2023-10-31,2.03,1.67,0.36,21.5569
LDOS,2023-06-30,2023-08-01,1.8,1.57,0.23,14.6497
LDOS,2023-03-31,2023-05-02,1.47,1.59,-0.12,-7.5472
LDOS,2022-12-31,2023-02-14,1.83,1.61,0.22,13.6646
LDOS,2022-09-30,2022-11-01,1.58,1.57,0.01,0.6369
LDOS,2022-06-30,2022-08-02,1.59,1.56,0.03,1.9231
LDOS,2022-03-31,2022-05-03,1.58,1.5,0.08,5.3333
LDOS,2021-12-31,2022-02-15,1.56,1.6,-0.04,-2.5
LDOS,2021-09-30,2021-11-02,1.8,1.62,0.18,11.1111
LDOS,2021-06-30,2021-08-03,1.52,1.58,-0.06,-3.7975
LDOS,2021-03-31,2021-05-04,1.73,1.48,0.25,16.8919
LDOS,2020-12-31,2021-02-23,1.63,1.61,0.02,1.2422
LDOS,2020-09-30,2020-11-02,1.47,1.24,0.23,18.5484
LDOS,2020-06-30,2020-08-04,1.55,1.09,0.46,42.2018
LDOS,2020-03-31,2020-05-05,1.19,1.23,-0.04,-3.252
LDOS,2019-12-31,2020-02-18,1.51,1.35,0.16,11.8519
LH,2025-03-31,2025-04-29,3.84,3.73,0.11,2.9491
LH,2024-12-31,2025-02-06,3.45,3.39,0.06,1.7699
LH,2024-09-30,2024-10-24,3.5,3.49,0.01,0.2865
LH,2024-06-30,2024-08-01,3.94,3.8,0.14,3.6842
LH,2024-03-31,2024-04-25,3.68,3.48,0.2,5.7471
LH,2023-12-31,2024-02-15,3.3,3.26,0.04,1.227
LH,2023-09-30,2023-10-26,3.38,3.33,0.05,1.5015
LH,2023-06-30,2023-07-27,3.8,3.53,0.27,7.6487
LH,2023-03-31,2023-04-25,3.82,3.96,-0.14,-3.5354
LH,2022-12-31,2023-02-16,4.14,4.1,0.04,0.9756
LH,2022-09-30,2022-10-27,4.68,4.67,0.01,0.2141
LH,2022-06-30,2022-07-28,4.95,4.7,0.25,5.3191
LH,2022-03-31,2022-04-28,6.11,5.98,0.13,2.1739
LH,2021-12-31,2022-02-10,6.77,5.8,0.97,16.7241
LH,2021-09-30,2021-10-28,6.82,4.92,1.9,38.6179
LH,2021-06-30,2021-07-29,6.13,5.53,0.6,10.8499
LH,2021-03-31,2021-04-29,8.79,7.43,1.36,18.3042
LH,2020-12-31,2021-02-11,10.56,8.11,2.45,30.2096
LH,2020-09-30,2020-10-27,8.41,5.31,3.1,58.3804
LH,2020-06-30,2020-07-28,2.57,1,1.57,157
LH,2020-03-31,2020-04-29,2.37,1.95,0.42,21.5385
LH,2019-12-31,2020-02-13,2.86,2.8,0.06,2.1429
LHX,2025-03-31,2025-04-24,2.41,2.32,0.09,3.8793
LHX,2024-12-31,2025-01-30,3.47,3.42,0.05,1.462
LHX,2024-09-30,2024-10-24,3.34,3.26,0.08,2.454
LHX,2024-06-30,2024-07-25,3.24,3.18,0.06,1.8868
LHX,2024-03-31,2024-04-25,3.06,2.9,0.16,5.5172
LHX,2023-12-31,2024-01-25,3.35,3.31,0.04,1.2085
LHX,2023-09-30,2023-10-26,3.19,3.03,0.16,5.2805
LHX,2023-06-30,2023-07-26,2.97,2.94,0.03,1.0204
LHX,2023-03-31,2023-04-27,2.86,2.85,0.01,0.3509
LHX,2022-12-31,2023-01-26,3.27,3.26,0.01,0.3067
LHX,2022-09-30,2022-10-27,3.26,3.39,-0.13,-3.8348
LHX,2022-06-30,2022-07-28,3.23,3.18,0.05,1.5723
LHX,2022-03-31,2022-04-28,3.12,3.05,0.07,2.2951
LHX,2021-12-31,2022-01-31,3.3,3.26,0.04,1.227
LHX,2021-09-30,2021-10-29,3.21,3.18,0.03,0.9434
LHX,2021-06-30,2021-08-03,3.26,3.18,0.08,2.5157
LHX,2021-03-31,2021-04-30,3.18,2.94,0.24,8.1633
LHX,2020-12-31,2021-01-29,3.14,3.09,0.05,1.6181
LHX,2020-09-30,2020-10-30,2.84,2.73,0.11,4.0293
LHX,2020-06-30,2020-07-31,2.83,2.61,0.22,8.4291
LHX,2020-03-31,2020-05-05,2.8,2.62,0.18,6.8702
LHX,2019-12-31,2020-02-04,2.85,2.78,0.07,2.518
LIN,2025-03-31,2025-05-01,3.95,3.92,0.03,0.7653
LIN,2024-12-31,2025-02-06,3.97,3.92,0.05,1.2755
LIN,2024-09-30,2024-10-31,3.94,3.91,0.03,0.7673
LIN,2024-06-30,2024-08-02,3.85,3.78,0.07,1.8519
LIN,2024-03-31,2024-05-02,3.75,3.68,0.07,1.9022
LIN,2023-12-31,2024-02-06,3.59,3.49,0.1,2.8653
LIN,2023-09-30,2023-10-26,3.63,3.57,0.06,1.6807
LIN,2023-06-30,2023-07-27,3.57,3.48,0.09,2.5862
LIN,2023-03-31,2023-04-27,3.42,3.13,0.29,9.2652
LIN,2022-12-31,2023-02-07,3.16,2.91,0.25,8.5911
LIN,2022-09-30,2022-10-27,3.1,2.93,0.17,5.802
LIN,2022-06-30,2022-07-28,3.1,2.96,0.14,4.7297
LIN,2022-03-31,2022-04-28,2.93,2.78,0.15,5.3957
LIN,2021-12-31,2022-02-10,2.77,2.67,0.1,3.7453
LIN,2021-09-30,2021-10-28,2.73,2.66,0.07,2.6316
LIN,2021-06-30,2021-07-30,2.7,2.54,0.16,6.2992
LIN,2021-03-31,2021-05-06,2.49,2.26,0.23,10.177
LIN,2020-12-31,2021-02-05,2.3,2.14,0.16,7.4766
LIN,2020-09-30,2020-11-05,2.15,1.97,0.18,9.1371
LIN,2020-06-30,2020-07-30,1.9,1.65,0.25,15.1515
LIN,2020-03-31,2020-05-07,1.89,1.84,0.05,2.7174
LIN,2019-12-31,2020-02-13,1.89,1.84,0.05,2.7174
LKQ,2025-03-31,2025-04-24,0.79,0.8557,-0.0657,-7.6779
LKQ,2024-12-31,2025-02-20,0.8,0.7424,0.0576,7.7586
LKQ,2024-09-30,2024-10-24,0.88,0.89,-0.01,-1.1236
LKQ,2024-06-30,2024-07-25,0.98,1.03,-0.05,-4.8544
LKQ,2024-03-31,2024-04-23,0.82,0.95,-0.13,-13.6842
LKQ,2023-12-31,2024-02-22,0.84,0.76,0.08,10.5263
LKQ,2023-09-30,2023-10-26,0.86,0.96,-0.1,-10.4167
LKQ,2023-06-30,2023-07-27,1.09,1.09,0,0
LKQ,2023-03-31,2023-04-27,1.04,0.95,0.09,9.4737
LKQ,2022-12-31,2023-02-23,0.78,0.86,-0.08,-9.3023
LKQ,2022-09-30,2022-10-27,0.97,0.96,0.01,1.0417
LKQ,2022-06-30,2022-07-28,1.09,1.02,0.07,6.8627
LKQ,2022-03-31,2022-04-28,1,0.92,0.08,8.6957
LKQ,2021-12-31,2022-02-17,0.87,0.77,0.1,12.987
LKQ,2021-09-30,2021-10-28,1.02,0.86,0.16,18.6047
LKQ,2021-06-30,2021-07-29,1.13,0.75,0.38,50.6667
LKQ,2021-03-31,2021-04-29,0.94,0.63,0.31,49.2063
LKQ,2020-12-31,2021-02-18,0.69,0.59,0.1,16.9492
LKQ,2020-09-30,2020-10-29,0.75,0.53,0.22,41.5094
LKQ,2020-06-30,2020-07-30,0.53,0.16,0.37,231.25
LKQ,2020-03-31,2020-04-30,0.57,0.49,0.08,16.3265
LKQ,2019-12-31,2020-02-20,0.54,0.52,0.02,3.8462
LLY,2025-03-31,2025-05-01,3.34,3.54,-0.2,-5.6497
