stock,fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage
ADM,2023-03-31,2023-04-25,2.09,1.78,0.31,17.4157
ADM,2022-12-31,2023-01-26,1.93,1.65,0.28,16.9697
ADM,2022-09-30,2022-10-25,1.86,1.44,0.42,29.1667
ADM,2022-06-30,2022-07-26,2.15,1.71,0.44,25.731
ADM,2022-03-31,2022-04-26,1.9,1.41,0.49,34.7518
ADM,2021-12-31,2022-01-25,1.5,1.37,0.13,9.4891
ADM,2021-09-30,2021-10-26,0.97,0.89,0.08,8.9888
ADM,2021-06-30,2021-07-27,1.33,1.03,0.3,29.1262
ADM,2021-03-31,2021-04-27,1.39,1.04,0.35,33.6538
ADM,2020-12-31,2021-01-26,1.21,1.1,0.11,10
ADM,2020-09-30,2020-10-29,0.89,0.71,0.18,25.3521
ADM,2020-06-30,2020-07-29,0.85,0.51,0.34,66.6667
ADM,2020-03-31,2020-04-29,0.64,0.55,0.09,16.3636
ADM,2019-12-31,2020-01-29,0.81,0.69,0.12,17.3913
ADP,2025-03-31,2025-04-30,3.06,2.97,0.09,3.0303
ADP,2024-12-31,2025-01-29,2.35,2.3,0.05,2.1739
ADP,2024-09-30,2024-10-30,2.33,2.21,0.12,5.4299
ADP,2024-06-30,2024-07-31,2.09,2.06,0.03,1.4563
ADP,2024-03-31,2024-05-01,2.88,2.79,0.09,3.2258
ADP,2023-12-31,2024-01-31,2.13,2.1,0.03,1.4286
ADP,2023-09-30,2023-10-25,2.08,2.03,0.05,2.4631
ADP,2023-06-30,2023-07-26,1.89,1.83,0.06,3.2787
ADP,2023-03-31,2023-04-26,2.52,2.45,0.07,2.8571
ADP,2022-12-31,2023-01-25,1.96,1.94,0.02,1.0309
ADP,2022-09-30,2022-10-26,1.86,1.8,0.06,3.3333
ADP,2022-06-30,2022-07-27,1.5,1.46,0.04,2.7397
ADP,2022-03-31,2022-04-27,2.21,2.08,0.13,6.25
ADP,2021-12-31,2022-01-26,1.65,1.63,0.02,1.227
ADP,2021-09-30,2021-10-27,1.65,1.49,0.16,10.7383
ADP,2021-06-30,2021-07-28,1.2,1.14,0.06,5.2632
ADP,2021-03-31,2021-04-28,1.89,1.82,0.07,3.8462
ADP,2020-12-31,2021-01-27,1.52,1.29,0.23,17.8295
ADP,2020-09-30,2020-10-28,1.41,0.98,0.43,43.8776
ADP,2020-06-30,2020-07-29,1.14,0.96,0.18,18.75
ADP,2020-03-31,2020-04-29,1.92,1.89,0.03,1.5873
ADP,2019-12-31,2020-01-29,1.52,1.45,0.07,4.8276
ADSK,2025-04-30,2025-05-22,2.29,2.15,0.14,6.5116
ADSK,2025-01-31,2025-02-27,2.29,2.14,0.15,7.0093
ADSK,2024-10-31,2024-11-26,2.17,2.12,0.05,2.3585
ADSK,2024-07-31,2024-08-29,2.15,2,0.15,7.5
ADSK,2024-04-30,2024-06-11,1.87,1.77,0.1,5.6497
ADSK,2024-01-31,2024-02-29,2.09,1.95,0.14,7.1795
ADSK,2023-10-31,2023-11-21,2.07,1.99,0.08,4.0201
ADSK,2023-07-31,2023-08-23,1.91,1.73,0.18,10.4046
ADSK,2023-04-30,2023-05-25,1.55,1.55,0,0
ADSK,2023-01-31,2023-02-23,1.86,1.81,0.05,2.7624
ADSK,2022-10-31,2022-11-22,1.7,1.7,0,0
ADSK,2022-07-31,2022-08-24,1.65,1.57,0.08,5.0955
ADSK,2022-04-30,2022-05-26,1.43,1.34,0.09,6.7164
ADSK,2022-01-31,2022-02-24,1.5,1.44,0.06,4.1667
ADSK,2021-10-31,2021-11-23,1.33,1.26,0.07,5.5556
ADSK,2021-07-31,2021-08-25,1.21,1.13,0.08,7.0796
ADSK,2021-04-30,2021-05-27,1.03,0.94,0.09,9.5745
ADSK,2021-01-31,2021-02-25,1.18,1.07,0.11,10.2804
ADSK,2020-10-31,2020-11-24,1.04,0.96,0.08,8.3333
ADSK,2020-07-31,2020-08-25,0.98,0.9,0.08,8.8889
ADSK,2020-04-30,2020-05-27,0.85,0.8,0.05,6.25
ADSK,2020-01-31,2020-02-27,0.92,0.89,0.03,3.3708
AEE,2025-03-31,2025-05-01,1.07,1.04,0.03,2.8846
AEE,2024-12-31,2025-02-13,0.77,0.7956,-0.0256,-3.2177
AEE,2024-09-30,2024-11-06,1.87,1.91,-0.04,-2.0942
AEE,2024-06-30,2024-08-01,0.97,0.93,0.04,4.3011
AEE,2024-03-31,2024-05-02,0.98,1.06,-0.08,-7.5472
AEE,2023-12-31,2024-02-22,0.6,0.61,-0.01,-1.6393
AEE,2023-09-30,2023-11-08,1.87,1.82,0.05,2.7473
AEE,2023-06-30,2023-08-02,0.9,0.8,0.1,12.5
AEE,2023-03-31,2023-05-04,1,0.94,0.06,6.383
AEE,2022-12-31,2023-02-15,0.63,0.56,0.07,12.5
AEE,2022-09-30,2022-11-03,1.74,1.74,0,0
AEE,2022-06-30,2022-08-04,0.8,0.83,-0.03,-3.6145
AEE,2022-03-31,2022-05-05,0.97,0.98,-0.01,-1.0204
AEE,2021-12-31,2022-02-17,0.48,0.49,-0.01,-2.0408
AEE,2021-09-30,2021-11-03,1.65,1.61,0.04,2.4845
AEE,2021-06-30,2021-08-05,0.8,0.78,0.02,2.5641
AEE,2021-03-31,2021-05-10,0.91,0.74,0.17,22.973
AEE,2020-12-31,2021-02-18,0.46,0.42,0.04,9.5238
AEE,2020-09-30,2020-11-04,1.47,1.47,0,0
AEE,2020-06-30,2020-08-06,0.98,0.87,0.11,12.6437
AEE,2020-03-31,2020-05-11,0.59,0.7,-0.11,-15.7143
AEE,2019-12-31,2020-02-26,0.38,0.31,0.07,22.5806
AEP,2025-03-31,2025-05-06,1.54,1.4,0.14,10
AEP,2024-12-31,2025-02-13,1.24,1.2424,-0.0024,-0.1932
AEP,2024-09-30,2024-11-06,1.85,1.8,0.05,2.7778
AEP,2024-06-30,2024-07-30,1.25,1.23,0.02,1.626
AEP,2024-03-31,2024-04-30,1.27,1.25,0.02,1.6
AEP,2023-12-31,2024-02-26,1.23,1.26,-0.03,-2.381
AEP,2023-09-30,2023-11-02,1.77,1.7,0.07,4.1176
AEP,2023-06-30,2023-07-27,1.13,1.12,0.01,0.8929
AEP,2023-03-31,2023-05-04,1.11,1.12,-0.01,-0.8929
AEP,2022-12-31,2023-02-23,1.05,0.99,0.06,6.0606
AEP,2022-09-30,2022-10-27,1.62,1.56,0.06,3.8462
AEP,2022-06-30,2022-07-27,1.2,1.19,0.01,0.8403
AEP,2022-03-31,2022-04-28,1.22,1.2,0.02,1.6667
AEP,2021-12-31,2022-02-24,0.98,0.93,0.05,5.3763
AEP,2021-09-30,2021-10-28,1.43,1.46,-0.03,-2.0548
AEP,2021-06-30,2021-07-22,1.18,1.14,0.04,3.5088
AEP,2021-03-31,2021-04-22,1.15,1.17,-0.02,-1.7094
AEP,2020-12-31,2021-02-25,0.87,0.79,0.08,10.1266
AEP,2020-09-30,2020-10-22,1.47,1.48,-0.01,-0.6757
AEP,2020-06-30,2020-08-06,1.08,1.06,0.02,1.8868
AEP,2020-03-31,2020-05-06,1.02,1.1,-0.08,-7.2727
AEP,2019-12-31,2020-02-20,0.6,0.58,0.02,3.4483
AES,2025-03-31,2025-05-01,0.27,0.3386,-0.0686,-20.2599
AES,2024-12-31,2025-02-28,0.54,0.4631,0.0769,16.6055
AES,2024-09-30,2024-10-31,0.71,0.64,0.07,10.9375
AES,2024-06-30,2024-08-01,0.38,0.37,0.01,2.7027
AES,2024-03-31,2024-05-02,0.5,0.34,0.16,47.0588
AES,2023-12-31,2024-02-26,0.73,0.67,0.06,8.9552
AES,2023-09-30,2023-11-02,0.6,0.54,0.06,11.1111
AES,2023-06-30,2023-08-03,0.21,0.22,-0.01,-4.5455
AES,2023-03-31,2023-05-04,0.22,0.23,-0.01,-4.3478
AES,2022-12-31,2023-02-27,0.49,0.46,0.03,6.5217
AES,2022-09-30,2022-11-04,0.63,0.53,0.1,18.8679
AES,2022-06-30,2022-08-04,0.34,0.31,0.03,9.6774
AES,2022-03-31,2022-05-05,0.21,0.28,-0.07,-25
AES,2021-12-31,2022-02-24,0.45,0.43,0.02,4.6512
AES,2021-09-30,2021-11-03,0.5,0.43,0.07,16.2791
AES,2021-06-30,2021-08-04,0.31,0.29,0.02,6.8966
AES,2021-03-31,2021-05-06,0.28,0.3,-0.02,-6.6667
AES,2020-12-31,2021-02-25,0.48,0.44,0.04,9.0909
AES,2020-09-30,2020-11-06,0.42,0.43,-0.01,-2.3256
AES,2020-06-30,2020-08-06,0.25,0.23,0.02,8.6957
AES,2020-03-31,2020-05-07,0.29,0.29,0,0
AES,2019-12-31,2020-02-28,0.35,0.33,0.02,6.0606
AIG,2025-03-31,2025-05-01,1.17,0.99,0.18,18.1818
AIG,2024-12-31,2025-02-11,1.3,1.23,0.07,5.6911
AIG,2024-09-30,2024-11-04,1.23,1.1,0.13,11.8182
AIG,2024-06-30,2024-07-31,1.16,1.3,-0.14,-10.7692
AIG,2024-03-31,2024-05-01,1.77,1.65,0.12,7.2727
AIG,2023-12-31,2024-02-13,1.79,1.64,0.15,9.1463
AIG,2023-09-30,2023-11-01,3.82,1.5,2.32,154.6667
AIG,2023-06-30,2023-08-01,2.31,1.59,0.72,45.283
AIG,2023-03-31,2023-05-04,-0.12,1.42,-1.54,-108.4507
AIG,2022-12-31,2023-02-15,0.58,1.29,-0.71,-55.0388
AIG,2022-09-30,2022-11-01,3.5,0.53,2.97,560.3774
AIG,2022-06-30,2022-08-08,3.78,1.1,2.68,243.6364
AIG,2022-03-31,2022-05-03,5.15,1.18,3.97,336.4407
AIG,2021-12-31,2022-02-16,4.38,1.19,3.19,268.0672
AIG,2021-09-30,2021-11-04,1.92,0.88,1.04,118.1818
AIG,2021-06-30,2021-08-05,0.11,1.2,-1.09,-90.8333
AIG,2021-03-31,2021-05-06,4.41,0.97,3.44,354.6392
AIG,2020-12-31,2021-02-16,-0.0605,0.93,-0.9905,-106.5054
AIG,2020-09-30,2020-11-05,0.32,0.54,-0.22,-40.7407
AIG,2020-06-30,2020-08-03,-9.15,0.5,-9.65,-1930
AIG,2020-03-31,2020-05-04,1.98,0.72,1.26,175
AIG,2019-12-31,2020-02-13,1.06,1,0.06,6
AIZ,2025-03-31,2025-05-06,3.39,2.78,0.61,21.9424
AIZ,2024-12-31,2025-02-11,4.79,4.13,0.66,15.9806
AIZ,2024-09-30,2024-11-05,3,2.64,0.36,13.6364
AIZ,2024-06-30,2024-08-06,4.08,3.61,0.47,13.0194
AIZ,2024-03-31,2024-05-07,4.78,3.92,0.86,21.9388
AIZ,2023-12-31,2024-02-06,4.58,3.71,0.87,23.4501
AIZ,2023-09-30,2023-10-31,4.29,2.59,1.7,65.6371
AIZ,2023-06-30,2023-08-01,3.89,2.75,1.14,41.4545
AIZ,2023-03-31,2023-05-02,2.75,2.32,0.43,18.5345
AIZ,2022-12-31,2023-02-07,3.23,2.7,0.53,19.6296
AIZ,2022-09-30,2022-11-01,1.01,1,0.01,1
AIZ,2022-06-30,2022-08-02,2.95,3.22,-0.27,-8.3851
AIZ,2022-03-31,2022-05-03,3.75,2.8,0.95,33.9286
AIZ,2021-12-31,2022-02-08,2.47,2.31,0.16,6.9264
AIZ,2021-09-30,2021-11-02,1.41,1.55,-0.14,-9.0323
AIZ,2021-06-30,2021-08-03,2.99,2.47,0.52,21.0526
AIZ,2021-03-31,2021-05-04,2.47,1.94,0.53,27.3196
AIZ,2020-12-31,2021-02-09,1.82,2.08,-0.26,-12.5
AIZ,2020-09-30,2020-11-02,1.41,0.99,0.42,42.4242
AIZ,2020-06-30,2020-08-04,2.75,2.12,0.63,29.717
AIZ,2020-03-31,2020-05-05,2.64,2.43,0.21,8.642
AIZ,2019-12-31,2020-02-11,2.25,2.35,-0.1,-4.2553
AKAM,2025-03-31,2025-05-08,1.7,1.57,0.13,8.2803
AKAM,2024-12-31,2025-02-20,1.66,1.52,0.14,9.2105
AKAM,2024-09-30,2024-11-07,1.59,1.59,0,0
AKAM,2024-06-30,2024-08-08,1.58,1.53,0.05,3.268
AKAM,2024-03-31,2024-05-09,1.64,1.6,0.04,2.5
AKAM,2023-12-31,2024-02-13,1.69,1.6,0.09,5.625
AKAM,2023-09-30,2023-11-07,1.63,1.5,0.13,8.6667
AKAM,2023-06-30,2023-08-08,1.49,1.41,0.08,5.6738
AKAM,2023-03-31,2023-05-09,1.4,1.32,0.08,6.0606
AKAM,2022-12-31,2023-02-14,1.37,1.27,0.1,7.874
AKAM,2022-09-30,2022-11-08,1.26,1.22,0.04,3.2787
AKAM,2022-06-30,2022-08-09,1.35,1.31,0.04,3.0534
AKAM,2022-03-31,2022-05-03,1.39,1.42,-0.03,-2.1127
AKAM,2021-12-31,2022-02-15,1.49,1.42,0.07,4.9296
AKAM,2021-09-30,2021-11-02,1.45,1.39,0.06,4.3165
AKAM,2021-06-30,2021-08-03,1.42,1.38,0.04,2.8986
AKAM,2021-03-31,2021-05-04,1.38,1.3,0.08,6.1538
AKAM,2020-12-31,2021-02-09,1.33,1.31,0.02,1.5267
AKAM,2020-09-30,2020-10-27,1.31,1.23,0.08,6.5041
AKAM,2020-06-30,2020-07-28,1.38,1.21,0.17,14.0496
AKAM,2020-03-31,2020-04-28,1.2,1.16,0.04,3.4483
AKAM,2019-12-31,2020-02-11,1.23,1.13,0.1,8.8496
ALB,2025-03-31,2025-04-30,-0.18,-0.68,0.5,73.5294
ALB,2024-12-31,2025-02-12,-1.09,-0.67,-0.42,-62.6866
ALB,2024-09-30,2024-11-06,-1.55,-0.48,-1.07,-222.9167
ALB,2024-06-30,2024-07-31,0.04,0.43,-0.39,-90.6977
ALB,2024-03-31,2024-05-01,0.26,0.24,0.02,8.3333
ALB,2023-12-31,2024-02-14,1.85,1.1,0.75,68.1818
ALB,2023-09-30,2023-11-01,2.74,3.99,-1.25,-31.3283
ALB,2023-06-30,2023-08-02,7.33,4.44,2.89,65.0901
ALB,2023-03-31,2023-05-03,10.32,7.03,3.29,46.7994
ALB,2022-12-31,2023-02-15,8.62,8.28,0.34,4.1063
ALB,2022-09-30,2022-11-02,7.5,6.99,0.51,7.2961
ALB,2022-06-30,2022-08-03,3.45,3.26,0.19,5.8282
ALB,2022-03-31,2022-05-04,2.38,1.63,0.75,46.0123
ALB,2021-12-31,2022-02-16,1.01,0.99,0.02,2.0202
ALB,2021-09-30,2021-11-03,1.05,0.77,0.28,36.3636
ALB,2021-06-30,2021-08-04,0.89,0.84,0.05,5.9524
ALB,2021-03-31,2021-05-05,1.1,0.8,0.3,37.5
ALB,2020-12-31,2021-02-17,1.17,1.1,0.07,6.3636
ALB,2020-09-30,2020-11-04,1.09,0.78,0.31,39.7436
ALB,2020-06-30,2020-08-05,0.86,0.73,0.13,17.8082
ALB,2020-03-31,2020-05-06,1,0.83,0.17,20.4819
ALB,2019-12-31,2020-02-19,1.73,1.74,-0.01,-0.5747
ALGN,2025-03-31,2025-04-30,2.13,1.9894,0.1406,7.0675
ALGN,2024-12-31,2025-02-05,2.44,2.45,-0.01,-0.4082
ALGN,2024-09-30,2024-10-23,2.35,2.31,0.04,1.7316
ALGN,2024-06-30,2024-07-24,2.41,2.3,0.11,4.7826
ALGN,2024-03-31,2024-04-24,2.14,1.97,0.17,8.6294
ALGN,2023-12-31,2024-01-31,2.42,2.18,0.24,11.0092
ALGN,2023-09-30,2023-10-25,2.14,2.26,-0.12,-5.3097
ALGN,2023-06-30,2023-07-26,2.22,2.03,0.19,9.3596
ALGN,2023-03-31,2023-04-26,1.82,1.68,0.14,8.3333
ALGN,2022-12-31,2023-02-01,1.73,1.56,0.17,10.8974
ALGN,2022-09-30,2022-10-26,1.36,2.18,-0.82,-37.6147
ALGN,2022-06-30,2022-07-27,2,2.23,-0.23,-10.3139
ALGN,2022-03-31,2022-04-27,2.13,2.22,-0.09,-4.0541
ALGN,2021-12-31,2022-02-02,2.83,2.71,0.12,4.428
ALGN,2021-09-30,2021-10-27,2.87,2.6,0.27,10.3846
ALGN,2021-06-30,2021-07-28,3.04,2.53,0.51,20.1581
ALGN,2021-03-31,2021-04-28,2.49,2.02,0.47,23.2673
ALGN,2020-12-31,2021-02-03,2.61,2.14,0.47,21.9626
ALGN,2020-09-30,2020-10-21,2.25,0.64,1.61,251.5625
ALGN,2020-06-30,2020-07-22,-0.35,-0.06,-0.29,-483.3333
ALGN,2020-03-31,2020-04-29,0.73,1.79,-1.06,-59.2179
ALGN,2019-12-31,2020-01-29,1.53,1.4,0.13,9.2857
ALK,2025-03-31,2025-04-23,-0.77,-0.77,0,0
ALK,2024-12-31,2025-01-22,0.97,0.47,0.5,106.383
ALK,2024-09-30,2024-10-31,2.25,2.22,0.03,1.3514
ALK,2024-06-30,2024-07-17,2.55,2.38,0.17,7.1429
ALK,2024-03-31,2024-04-18,-0.92,-1.05,0.13,12.381
ALK,2023-12-31,2024-01-25,0.3,0.18,0.12,66.6667
ALK,2023-09-30,2023-10-19,1.83,1.87,-0.04,-2.139
ALK,2023-06-30,2023-07-25,3,2.7,0.3,11.1111
ALK,2023-03-31,2023-04-20,-0.62,-0.48,-0.14,-29.1667
ALK,2022-12-31,2023-01-26,0.92,0.93,-0.01,-1.0753
ALK,2022-09-30,2022-10-20,2.53,2.39,0.14,5.8577
ALK,2022-06-30,2022-07-21,2.19,1.97,0.22,11.1675
ALK,2022-03-31,2022-04-21,-1.33,-1.51,0.18,11.9205
ALK,2021-12-31,2022-01-27,0.24,0.22,0.02,9.0909
ALK,2021-09-30,2021-10-21,1.47,1.33,0.14,10.5263
ALK,2021-06-30,2021-07-22,-0.3,-0.44,0.14,31.8182
ALK,2021-03-31,2021-04-22,-3.51,-3.64,0.13,3.5714
ALK,2020-12-31,2021-01-26,-2.55,-2.93,0.38,12.9693
ALK,2020-09-30,2020-10-22,-3.23,-2.93,-0.3,-10.2389
ALK,2020-06-30,2020-07-23,-3.54,-3.86,0.32,8.2902
ALK,2020-03-31,2020-05-05,-0.82,-1.14,0.32,28.0702
ALK,2019-12-31,2020-01-28,1.46,1.41,0.05,3.5461
ALLE,2025-03-31,2025-04-24,1.86,1.67,0.19,11.3772
ALLE,2024-12-31,2025-02-18,1.86,1.7502,0.1098,6.2736
ALLE,2024-09-30,2024-10-24,2.16,1.98,0.18,9.0909
ALLE,2024-06-30,2024-07-24,1.96,1.84,0.12,6.5217
ALLE,2024-03-31,2024-04-25,1.55,1.45,0.1,6.8966
ALLE,2023-12-31,2024-02-20,1.68,1.59,0.09,5.6604
ALLE,2023-09-30,2023-10-31,1.94,1.73,0.21,12.1387
ALLE,2023-06-30,2023-07-26,1.76,1.71,0.05,2.924
ALLE,2023-03-31,2023-04-26,1.58,1.36,0.22,16.1765
ALLE,2022-12-31,2023-02-22,1.6,1.39,0.21,15.1079
ALLE,2022-09-30,2022-10-27,1.64,1.47,0.17,11.5646
ALLE,2022-06-30,2022-07-28,1.37,1.33,0.04,3.0075
ALLE,2022-03-31,2022-04-26,1.07,0.98,0.09,9.1837
ALLE,2021-12-31,2022-02-15,1.11,1.02,0.09,8.8235
ALLE,2021-09-30,2021-10-21,1.56,1.29,0.27,20.9302
ALLE,2021-06-30,2021-07-22,1.32,1.32,0,0
ALLE,2021-03-31,2021-04-22,1.2,1.02,0.18,17.6471
ALLE,2020-12-31,2021-02-16,1.49,1.19,0.3,25.2101
ALLE,2020-09-30,2020-10-22,1.67,1.22,0.45,36.8852
ALLE,2020-06-30,2020-07-23,0.92,0.84,0.08,9.5238
ALLE,2020-03-31,2020-04-23,1.04,0.89,0.15,16.8539
ALLE,2019-12-31,2020-02-18,1.28,1.29,-0.01,-0.7752
AMAT,2025-04-30,2025-05-15,2.39,2.31,0.08,3.4632
AMAT,2025-01-31,2025-02-13,2.38,2.3,0.08,3.4783
AMAT,2024-10-31,2024-11-14,2.32,2.19,0.13,5.9361
AMAT,2024-07-31,2024-08-15,2.12,2.02,0.1,4.9505
AMAT,2024-04-30,2024-05-16,2.09,1.99,0.1,5.0251
AMAT,2024-01-31,2024-02-15,2.13,1.91,0.22,11.5183
AMAT,2023-10-31,2023-11-16,2.12,2,0.12,6
AMAT,2023-07-31,2023-08-17,1.9,1.74,0.16,9.1954
AMAT,2023-04-30,2023-05-18,2,1.84,0.16,8.6957
AMAT,2023-01-31,2023-02-16,2.03,1.93,0.1,5.1813
AMAT,2022-10-31,2022-11-17,2.03,1.73,0.3,17.341
AMAT,2022-07-31,2022-08-18,1.94,1.79,0.15,8.3799
AMAT,2022-04-30,2022-05-19,1.85,1.9,-0.05,-2.6316
AMAT,2022-01-31,2022-02-16,1.89,1.85,0.04,2.1622
AMAT,2021-10-31,2021-11-18,1.94,1.95,-0.01,-0.5128
AMAT,2021-07-31,2021-08-19,1.9,1.77,0.13,7.3446
AMAT,2021-04-30,2021-05-20,1.63,1.51,0.12,7.947
AMAT,2021-01-31,2021-02-18,1.39,1.28,0.11,8.5937
AMAT,2020-10-31,2020-11-12,1.25,1.17,0.08,6.8376
AMAT,2020-07-31,2020-08-13,1.06,0.95,0.11,11.5789
AMAT,2020-04-30,2020-05-14,0.89,0.94,-0.05,-5.3191
AMAT,2020-01-31,2020-02-12,0.98,0.93,0.05,5.3763
AMD,2025-03-31,2025-05-06,0.96,0.93,0.03,3.2258
AMD,2024-12-31,2025-02-04,1.09,1.09,0,0
AMD,2024-09-30,2024-10-29,0.92,0.92,0,0
AMD,2024-06-30,2024-07-30,0.69,0.68,0.01,1.4706
AMD,2024-03-31,2024-04-30,0.62,0.61,0.01,1.6393
AMD,2023-12-31,2024-01-30,0.77,0.77,0,0
AMD,2023-09-30,2023-10-31,0.7,0.68,0.02,2.9412
AMD,2023-06-30,2023-08-01,0.58,0.57,0.01,1.7544
AMD,2023-03-31,2023-05-02,0.6,0.56,0.04,7.1429
AMD,2022-12-31,2023-01-31,0.69,0.67,0.02,2.9851
AMD,2022-09-30,2022-11-01,0.67,0.7,-0.03,-4.2857
AMD,2022-06-30,2022-08-02,1.05,1.04,0.01,0.9615
AMD,2022-03-31,2022-05-03,1.13,0.92,0.21,22.8261
AMD,2021-12-31,2022-02-01,0.92,0.76,0.16,21.0526
AMD,2021-09-30,2021-10-26,0.73,0.66,0.07,10.6061
AMD,2021-06-30,2021-07-27,0.63,0.54,0.09,16.6667
AMD,2021-03-31,2021-04-27,0.52,0.44,0.08,18.1818
AMD,2020-12-31,2021-01-26,0.52,0.48,0.04,8.3333
AMD,2020-09-30,2020-10-27,0.41,0.36,0.05,13.8889
AMD,2020-06-30,2020-07-28,0.18,0.17,0.01,5.8824
AMD,2020-03-31,2020-04-28,0.18,0.18,0,0
AMD,2019-12-31,2020-01-28,0.32,0.31,0.01,3.2258
AME,2025-03-31,2025-05-01,1.52,1.48,0.04,2.7027
AME,2024-12-31,2025-02-04,1.87,1.85,0.02,1.0811
AME,2024-09-30,2024-10-31,1.66,1.62,0.04,2.4691
AME,2024-06-30,2024-08-01,1.66,1.64,0.02,1.2195
AME,2024-03-31,2024-05-02,1.64,1.59,0.05,3.1447
AME,2023-12-31,2024-02-06,1.68,1.63,0.05,3.0675
AME,2023-09-30,2023-10-31,1.64,1.58,0.06,3.7975
AME,2023-06-30,2023-08-01,1.57,1.51,0.06,3.9735
AME,2023-03-31,2023-05-02,1.49,1.41,0.08,5.6738
AME,2022-12-31,2023-02-02,1.52,1.47,0.05,3.4014
AME,2022-09-30,2022-11-01,1.45,1.37,0.08,5.8394
AME,2022-06-30,2022-08-02,1.38,1.3,0.08,6.1538
AME,2022-03-31,2022-05-03,1.33,1.28,0.05,3.9063
AME,2021-12-31,2022-02-03,1.37,1.3,0.07,5.3846
AME,2021-09-30,2021-11-02,1.26,1.18,0.08,6.7797
AME,2021-06-30,2021-08-03,1.15,1.1,0.05,4.5455
AME,2021-03-31,2021-05-04,1.07,1.01,0.06,5.9406
AME,2020-12-31,2021-02-04,1.08,1.03,0.05,4.8544
AME,2020-09-30,2020-10-29,1.01,0.94,0.07,7.4468
AME,2020-06-30,2020-08-04,0.84,0.73,0.11,15.0685
AME,2020-03-31,2020-05-05,1.02,0.96,0.06,6.25
AME,2019-12-31,2020-02-05,1.08,1.03,0.05,4.8544
AMGN,2025-03-31,2025-05-01,4.9,4.26,0.64,15.0235
AMGN,2024-12-31,2025-02-04,5.31,5.08,0.23,4.5276
AMGN,2024-09-30,2024-10-30,5.58,5.11,0.47,9.1977
AMGN,2024-06-30,2024-08-06,4.97,5.01,-0.04,-0.7984
AMGN,2024-03-31,2024-05-02,3.96,3.87,0.09,2.3256
AMGN,2023-12-31,2024-02-06,4.71,4.61,0.1,2.1692
AMGN,2023-09-30,2023-10-31,4.96,4.67,0.29,6.2099
AMGN,2023-06-30,2023-08-03,5,4.49,0.51,11.3586
AMGN,2023-03-31,2023-04-27,3.98,3.85,0.13,3.3766
AMGN,2022-12-31,2023-01-31,4.09,4.1,-0.01,-0.2439
AMGN,2022-09-30,2022-11-03,4.7,4.44,0.26,5.8559
AMGN,2022-06-30,2022-08-04,4.65,4.4,0.25,5.6818
AMGN,2022-03-31,2022-04-27,4.25,4.09,0.16,3.912
AMGN,2021-12-31,2022-02-07,4.36,4.08,0.28,6.8627
AMGN,2021-09-30,2021-11-02,4.67,4.27,0.4,9.3677
AMGN,2021-06-30,2021-08-03,4.38,4.09,0.29,7.0905
AMGN,2021-03-31,2021-04-27,3.7,4.05,-0.35,-8.642
AMGN,2020-12-31,2021-02-02,3.81,3.39,0.42,12.3894
AMGN,2020-09-30,2020-10-28,4.37,3.81,0.56,14.6982
AMGN,2020-06-30,2020-07-28,4.25,3.82,0.43,11.2565
AMGN,2020-03-31,2020-04-30,4.17,3.76,0.41,10.9043
AMGN,2019-12-31,2020-01-30,3.64,3.47,0.17,4.8991
AMP,2025-03-31,2025-04-24,9.5,9.08,0.42,4.6256
AMP,2024-12-31,2025-01-29,10.58,8.79,1.79,20.3641
AMP,2024-09-30,2024-10-23,8.1,8.92,-0.82,-9.1928
AMP,2024-06-30,2024-07-24,8.53,8.53,0,0
AMP,2024-03-31,2024-04-22,8.39,8.2,0.19,2.3171
AMP,2023-12-31,2024-01-24,7.2,7.7,-0.5,-6.4935
AMP,2023-09-30,2023-10-25,7.68,7.6,0.08,1.0526
AMP,2023-06-30,2023-07-26,7.44,7.39,0.05,0.6766
AMP,2023-03-31,2023-04-24,7.25,7.2,0.05,0.6944
AMP,2022-12-31,2023-01-25,6.94,6.48,0.46,7.0988
AMP,2022-09-30,2022-10-25,5.24,5.85,-0.61,-10.4274
AMP,2022-06-30,2022-07-26,5.81,5.55,0.26,4.6847
AMP,2022-03-31,2022-04-25,5.98,5.9,0.08,1.3559
AMP,2021-12-31,2022-01-26,6.15,5.73,0.42,7.3298
AMP,2021-09-30,2021-10-26,5.86,5.49,0.37,6.7395
AMP,2021-06-30,2021-07-26,5.27,5.2,0.07,1.3462
AMP,2021-03-31,2021-04-26,5.43,4.71,0.72,15.2866
AMP,2020-12-31,2021-01-27,4.53,4.54,-0.01,-0.2203
AMP,2020-09-30,2020-10-28,1.47,1.23,0.24,19.5122
AMP,2020-06-30,2020-07-29,2.64,2.53,0.11,4.3478
AMP,2020-03-31,2020-05-06,5.41,3.93,1.48,37.659
AMP,2019-12-31,2020-01-29,4.2,4.26,-0.06,-1.4085
AMT,2025-03-31,2025-04-29,1.04,1.5651,-0.5251,-33.5506
AMT,2024-12-31,2025-02-25,2.62,1.57,1.05,66.879
AMT,2024-09-30,2024-10-29,0.89,1.57,-0.68,-43.3121
AMT,2024-06-30,2024-07-30,1.92,1.57,0.35,22.293
AMT,2024-03-31,2024-04-30,1.96,1.78,0.18,10.1124
AMT,2023-12-31,2024-02-27,0.18,0.94,-0.76,-80.8511
