Year,Quarter,Symbol,Company Name,Earnings Release Date
2022,Q4,KMX,"CarMax, Inc.",22-12-22
2023,Q1,KMX,"CarMax, Inc.",Missing
2023,Q2,KMX,"CarMax, Inc.",23-06-23
2023,Q3,KMX,"CarMax, Inc.",28-09-23
2023,Q4,KMX,"CarMax, Inc.",21-12-23
2024,Q1,KMX,"CarMax, Inc.",Missing
2024,Q2,KMX,"CarMax, Inc.",21-06-24
2024,Q3,KMX,"CarMax, Inc.",26-09-24
2024,Q4,KMX,"CarMax, Inc.",19-12-24
2025,Q1,KMX,"CarMax, Inc.",Missing
2025,Q2,KMX,"CarMax, Inc.",20-06-25
2025,Q3,KMX,"CarMax, Inc.",25-09-25
2025,Q4,KMX,"CarMax, Inc.",Missing
2020,Q1,KO,The Coca-Cola Company,30-01-20
2020,Q2,KO,The Coca-Cola Company,21-04-20
2020,Q3,KO,The Coca-Cola Company,21-07-20
2020,Q4,KO,The Coca-Cola Company,22-10-20
2021,Q1,KO,The Coca-Cola Company,10-02-21
2021,Q2,KO,The Coca-Cola Company,19-04-21
2021,Q3,KO,The Coca-Cola Company,21-07-21
2021,Q4,KO,The Coca-Cola Company,27-10-21
2022,Q1,KO,The Coca-Cola Company,10-02-22
2022,Q2,KO,The Coca-Cola Company,25-04-22
2022,Q3,KO,The Coca-Cola Company,26-07-22
2022,Q4,KO,The Coca-Cola Company,25-10-22
2023,Q1,KO,The Coca-Cola Company,14-02-23
2023,Q2,KO,The Coca-Cola Company,24-04-23
2023,Q3,KO,The Coca-Cola Company,26-07-23
2023,Q4,KO,The Coca-Cola Company,24-10-23
2024,Q1,KO,The Coca-Cola Company,13-02-24
2024,Q2,KO,The Coca-Cola Company,30-04-24
2024,Q3,KO,The Coca-Cola Company,23-07-24
2024,Q4,KO,The Coca-Cola Company,23-10-24
2025,Q1,KO,The Coca-Cola Company,11-02-25
2025,Q2,KO,The Coca-Cola Company,29-04-25
2025,Q3,KO,The Coca-Cola Company,22-07-25
2025,Q4,KO,The Coca-Cola Company,21-10-25
2020,Q1,KR,The Kroger Co.,05-03-20
2020,Q2,KR,The Kroger Co.,18-06-20
2020,Q3,KR,The Kroger Co.,11-09-20
2020,Q4,KR,The Kroger Co.,03-12-20
2021,Q1,KR,The Kroger Co.,04-03-21
2021,Q2,KR,The Kroger Co.,17-06-21
2021,Q3,KR,The Kroger Co.,10-09-21
2021,Q4,KR,The Kroger Co.,02-12-21
2022,Q1,KR,The Kroger Co.,03-03-22
2022,Q2,KR,The Kroger Co.,16-06-22
2022,Q3,KR,The Kroger Co.,09-09-22
2022,Q4,KR,The Kroger Co.,01-12-22
2023,Q1,KR,The Kroger Co.,02-03-23
2023,Q2,KR,The Kroger Co.,15-06-23
2023,Q3,KR,The Kroger Co.,08-09-23
2023,Q4,KR,The Kroger Co.,30-11-23
2024,Q1,KR,The Kroger Co.,07-03-24
2024,Q2,KR,The Kroger Co.,20-06-24
2024,Q3,KR,The Kroger Co.,12-09-24
2024,Q4,KR,The Kroger Co.,05-12-24
2025,Q1,KR,The Kroger Co.,06-03-25
2025,Q2,KR,The Kroger Co.,20-06-25
2025,Q3,KR,The Kroger Co.,11-09-25
2025,Q4,KR,The Kroger Co.,04-12-25
2020,Q1,L,,10-02-20
2020,Q2,L,,Missing
2020,Q3,L,,Missing
2020,Q4,L,,Missing
2021,Q1,L,,Missing
2021,Q2,L,,Missing
2021,Q3,L,,Missing
2021,Q4,L,,Missing
2022,Q1,L,,Missing
2022,Q2,L,,Missing
2022,Q3,L,,Missing
2022,Q4,L,,Missing
2023,Q1,L,,Missing
2023,Q2,L,,Missing
2023,Q3,L,,Missing
2023,Q4,L,,Missing
2024,Q1,L,,Missing
2024,Q2,L,,Missing
2024,Q3,L,,Missing
2024,Q4,L,,Missing
2025,Q1,L,,Missing
2025,Q2,L,,Missing
2025,Q3,L,,Missing
2025,Q4,L,,03-11-25
2020,Q1,LDOS,,18-02-20
2020,Q2,LDOS,,05-05-20
2020,Q3,LDOS,,04-08-20
2020,Q4,LDOS,,02-11-20
2021,Q1,LDOS,,23-02-21
2021,Q2,LDOS,,04-05-21
2021,Q3,LDOS,,03-08-21
2021,Q4,LDOS,,02-11-21
2022,Q1,LDOS,,15-02-22
2022,Q2,LDOS,,03-05-22
2022,Q3,LDOS,,02-08-22
2022,Q4,LDOS,,01-11-22
2023,Q1,LDOS,,14-02-23
2023,Q2,LDOS,,02-05-23
2023,Q3,LDOS,,01-08-23
2023,Q4,LDOS,,31-10-23
2024,Q1,LDOS,,13-02-24
2024,Q2,LDOS,,30-04-24
2024,Q3,LDOS,,30-07-24
2024,Q4,LDOS,,29-10-24
2025,Q1,LDOS,,11-02-25
2025,Q2,LDOS,,06-05-25
2025,Q3,LDOS,,05-08-25
2025,Q4,LDOS,,04-11-25
2020,Q1,LH,,13-02-20
2020,Q2,LH,,29-04-20
2020,Q3,LH,,28-07-20
2020,Q4,LH,,27-10-20
2021,Q1,LH,,11-02-21
2021,Q2,LH,,29-04-21
2021,Q3,LH,,29-07-21
2021,Q4,LH,,28-10-21
2022,Q1,LH,,10-02-22
2022,Q2,LH,,28-04-22
2022,Q3,LH,,28-07-22
2022,Q4,LH,,27-10-22
2023,Q1,LH,,16-02-23
2023,Q2,LH,,25-04-23
2023,Q3,LH,,27-07-23
2023,Q4,LH,,26-10-23
2024,Q1,LH,,15-02-24
2024,Q2,LH,,25-04-24
2024,Q3,LH,,01-08-24
2024,Q4,LH,,24-10-24
2025,Q1,LH,,06-02-25
2025,Q2,LH,,29-04-25
2025,Q3,LH,,24-07-25
2025,Q4,LH,,23-10-25
2020,Q1,LHX,"L3Harris Technologies, Inc.",04-02-20
2020,Q2,LHX,"L3Harris Technologies, Inc.",05-05-20
2020,Q3,LHX,"L3Harris Technologies, Inc.",31-07-20
2020,Q4,LHX,"L3Harris Technologies, Inc.",30-10-20
2021,Q1,LHX,"L3Harris Technologies, Inc.",29-01-21
2021,Q2,LHX,"L3Harris Technologies, Inc.",30-04-21
2021,Q3,LHX,"L3Harris Technologies, Inc.",03-08-21
2021,Q4,LHX,"L3Harris Technologies, Inc.",29-10-21
2022,Q1,LHX,"L3Harris Technologies, Inc.",31-01-22
2022,Q2,LHX,"L3Harris Technologies, Inc.",28-04-22
2022,Q3,LHX,"L3Harris Technologies, Inc.",28-07-22
2022,Q4,LHX,"L3Harris Technologies, Inc.",27-10-22
2023,Q1,LHX,"L3Harris Technologies, Inc.",26-01-23
2023,Q2,LHX,"L3Harris Technologies, Inc.",27-04-23
2023,Q3,LHX,"L3Harris Technologies, Inc.",26-07-23
2023,Q4,LHX,"L3Harris Technologies, Inc.",26-10-23
2024,Q1,LHX,"L3Harris Technologies, Inc.",25-01-24
2024,Q2,LHX,"L3Harris Technologies, Inc.",25-04-24
2024,Q3,LHX,"L3Harris Technologies, Inc.",25-07-24
2024,Q4,LHX,"L3Harris Technologies, Inc.",24-10-24
2025,Q1,LHX,"L3Harris Technologies, Inc.",30-01-25
2025,Q2,LHX,"L3Harris Technologies, Inc.",24-04-25
2025,Q3,LHX,"L3Harris Technologies, Inc.",24-07-25
2025,Q4,LHX,"L3Harris Technologies, Inc.",23-10-25
2020,Q1,LIN,Linde plc,01-03-20
2020,Q2,LIN,Linde plc,07-05-20
2020,Q3,LIN,Linde plc,31-07-20
2020,Q4,LIN,Linde plc,05-11-20
2021,Q1,LIN,Linde plc,05-02-21
2021,Q2,LIN,Linde plc,06-05-21
2021,Q3,LIN,Linde plc,30-07-21
2021,Q4,LIN,Linde plc,29-10-21
2022,Q1,LIN,Linde plc,10-02-22
2022,Q2,LIN,Linde plc,28-04-22
2022,Q3,LIN,Linde plc,28-07-22
2022,Q4,LIN,Linde plc,27-10-22
2023,Q1,LIN,Linde plc,07-02-23
2023,Q2,LIN,Linde plc,27-04-23
2023,Q3,LIN,Linde plc,27-07-23
2023,Q4,LIN,Linde plc,26-10-23
2024,Q1,LIN,Linde plc,06-02-24
2024,Q2,LIN,Linde plc,02-05-24
2024,Q3,LIN,Linde plc,02-08-24
2024,Q4,LIN,Linde plc,31-10-24
2025,Q1,LIN,Linde plc,06-02-25
2025,Q2,LIN,Linde plc,01-05-25
2025,Q3,LIN,Linde plc,01-08-25
2025,Q4,LIN,Linde plc,30-10-25
2020,Q1,LKQ,,20-02-20
2020,Q2,LKQ,,30-04-20
2020,Q3,LKQ,,30-07-20
2020,Q4,LKQ,,29-10-20
2021,Q1,LKQ,,18-02-21
2021,Q2,LKQ,,29-04-21
2021,Q3,LKQ,,29-07-21
2021,Q4,LKQ,,28-10-21
2022,Q1,LKQ,,17-02-22
2022,Q2,LKQ,,28-04-22
2022,Q3,LKQ,,28-07-22
2022,Q4,LKQ,,27-10-22
2023,Q1,LKQ,,23-02-23
2023,Q2,LKQ,,27-04-23
2023,Q3,LKQ,,27-07-23
2023,Q4,LKQ,,26-10-23
2024,Q1,LKQ,,22-02-24
2024,Q2,LKQ,,23-04-24
2024,Q3,LKQ,,25-07-24
2024,Q4,LKQ,,24-10-24
2025,Q1,LKQ,,20-02-25
2025,Q2,LKQ,,24-04-25
2025,Q3,LKQ,,24-07-25
2025,Q4,LKQ,,30-10-25
2020,Q1,LLY,Eli Lilly and Company,30-01-20
2020,Q2,LLY,Eli Lilly and Company,23-04-20
2020,Q3,LLY,Eli Lilly and Company,30-07-20
2020,Q4,LLY,Eli Lilly and Company,27-10-20
2021,Q1,LLY,Eli Lilly and Company,29-01-21
2021,Q2,LLY,Eli Lilly and Company,27-04-21
2021,Q3,LLY,Eli Lilly and Company,03-08-21
2021,Q4,LLY,Eli Lilly and Company,26-10-21
2022,Q1,LLY,Eli Lilly and Company,03-02-22
2022,Q2,LLY,Eli Lilly and Company,28-04-22
2022,Q3,LLY,Eli Lilly and Company,04-08-22
2022,Q4,LLY,Eli Lilly and Company,01-11-22
2023,Q1,LLY,Eli Lilly and Company,02-02-23
2023,Q2,LLY,Eli Lilly and Company,27-04-23
2023,Q3,LLY,Eli Lilly and Company,08-08-23
2023,Q4,LLY,Eli Lilly and Company,02-11-23
2024,Q1,LLY,Eli Lilly and Company,06-02-24
2024,Q2,LLY,Eli Lilly and Company,30-04-24
2024,Q3,LLY,Eli Lilly and Company,08-08-24
2024,Q4,LLY,Eli Lilly and Company,30-10-24
2025,Q1,LLY,Eli Lilly and Company,06-02-25
2025,Q2,LLY,Eli Lilly and Company,01-05-25
2025,Q3,LLY,Eli Lilly and Company,07-08-25
2025,Q4,LLY,Eli Lilly and Company,30-10-25
2020,Q1,LMT,,28-01-20
2020,Q2,LMT,,21-04-20
2020,Q3,LMT,,21-07-20
2020,Q4,LMT,,20-10-20
2021,Q1,LMT,,26-01-21
2021,Q2,LMT,,20-04-21
2021,Q3,LMT,,26-07-21
2021,Q4,LMT,,26-10-21
2022,Q1,LMT,,25-01-22
2022,Q2,LMT,,19-04-22
2022,Q3,LMT,,19-07-22
2022,Q4,LMT,,18-10-22
2023,Q1,LMT,,24-01-23
2023,Q2,LMT,,18-04-23
2023,Q3,LMT,,18-07-23
2023,Q4,LMT,,17-10-23
2024,Q1,LMT,,23-01-24
2024,Q2,LMT,,23-04-24
2024,Q3,LMT,,23-07-24
2024,Q4,LMT,,22-10-24
2025,Q1,LMT,,28-01-25
2025,Q2,LMT,,22-04-25
2025,Q3,LMT,,22-07-25
2025,Q4,LMT,,21-10-25
2020,Q1,LNT,,20-02-20
2020,Q2,LNT,,07-05-20
2020,Q3,LNT,,06-08-20
2020,Q4,LNT,,02-11-20
2021,Q1,LNT,,18-02-21
2021,Q2,LNT,,06-05-21
2021,Q3,LNT,,05-08-21
2021,Q4,LNT,,04-11-21
2022,Q1,LNT,,17-02-22
2022,Q2,LNT,,28-04-22
2022,Q3,LNT,,04-08-22
2022,Q4,LNT,,07-11-22
2023,Q1,LNT,,23-02-23
2023,Q2,LNT,,04-05-23
2023,Q3,LNT,,03-08-23
2023,Q4,LNT,,02-11-23
2024,Q1,LNT,,15-02-24
2024,Q2,LNT,,02-05-24
2024,Q3,LNT,,01-08-24
2024,Q4,LNT,,31-10-24
2025,Q1,LNT,,20-02-25
2025,Q2,LNT,,09-05-25
2025,Q3,LNT,,07-08-25
2025,Q4,LNT,,06-11-25
2020,Q1,LOW,"Lowe's Companies, Inc.",26-02-20
2020,Q2,LOW,"Lowe's Companies, Inc.",20-05-20
2020,Q3,LOW,"Lowe's Companies, Inc.",19-08-20
2020,Q4,LOW,"Lowe's Companies, Inc.",18-11-20
2021,Q1,LOW,"Lowe's Companies, Inc.",24-02-21
2021,Q2,LOW,"Lowe's Companies, Inc.",19-05-21
2021,Q3,LOW,"Lowe's Companies, Inc.",18-08-21
2021,Q4,LOW,"Lowe's Companies, Inc.",17-11-21
2022,Q1,LOW,"Lowe's Companies, Inc.",23-02-22
2022,Q2,LOW,"Lowe's Companies, Inc.",18-05-22
2022,Q3,LOW,"Lowe's Companies, Inc.",17-08-22
2022,Q4,LOW,"Lowe's Companies, Inc.",16-11-22
2023,Q1,LOW,"Lowe's Companies, Inc.",01-03-23
2023,Q2,LOW,"Lowe's Companies, Inc.",23-05-23
2023,Q3,LOW,"Lowe's Companies, Inc.",22-08-23
2023,Q4,LOW,"Lowe's Companies, Inc.",21-11-23
2024,Q1,LOW,"Lowe's Companies, Inc.",27-02-24
2024,Q2,LOW,"Lowe's Companies, Inc.",21-05-24
2024,Q3,LOW,"Lowe's Companies, Inc.",20-08-24
2024,Q4,LOW,"Lowe's Companies, Inc.",19-11-24
2025,Q1,LOW,"Lowe's Companies, Inc.",26-02-25
2025,Q2,LOW,"Lowe's Companies, Inc.",21-05-25
2025,Q3,LOW,"Lowe's Companies, Inc.",20-08-25
2025,Q4,LOW,"Lowe's Companies, Inc.",19-11-25
2020,Q1,LRCX,,29-01-20
2020,Q2,LRCX,,22-04-20
2020,Q3,LRCX,,29-07-20
2020,Q4,LRCX,,21-10-20
2021,Q1,LRCX,,27-01-21
2021,Q2,LRCX,,21-04-21
2021,Q3,LRCX,,28-07-21
2021,Q4,LRCX,,20-10-21
2022,Q1,LRCX,,26-01-22
2022,Q2,LRCX,,20-04-22
2022,Q3,LRCX,,27-07-22
2022,Q4,LRCX,,19-10-22
2023,Q1,LRCX,,25-01-23
2023,Q2,LRCX,,19-04-23
2023,Q3,LRCX,,26-07-23
2023,Q4,LRCX,,18-10-23
2024,Q1,LRCX,,24-01-24
2024,Q2,LRCX,,24-04-24
2024,Q3,LRCX,,31-07-24
2024,Q4,LRCX,,23-10-24
2025,Q1,LRCX,,29-01-25
2025,Q2,LRCX,,23-04-25
2025,Q3,LRCX,,30-07-25
2025,Q4,LRCX,,29-10-25
2020,Q1,LUV,Southwest Airlines Co.,23-01-20
2020,Q2,LUV,Southwest Airlines Co.,28-04-20
2020,Q3,LUV,Southwest Airlines Co.,23-07-20
2020,Q4,LUV,Southwest Airlines Co.,22-10-20
2021,Q1,LUV,Southwest Airlines Co.,28-01-21
2021,Q2,LUV,Southwest Airlines Co.,22-04-21
2021,Q3,LUV,Southwest Airlines Co.,22-07-21
2021,Q4,LUV,Southwest Airlines Co.,21-10-21
2022,Q1,LUV,Southwest Airlines Co.,27-01-22
2022,Q2,LUV,Southwest Airlines Co.,28-04-22
2022,Q3,LUV,Southwest Airlines Co.,28-07-22
2022,Q4,LUV,Southwest Airlines Co.,27-10-22
2023,Q1,LUV,Southwest Airlines Co.,26-01-23
2023,Q2,LUV,Southwest Airlines Co.,27-04-23
2023,Q3,LUV,Southwest Airlines Co.,27-07-23
2023,Q4,LUV,Southwest Airlines Co.,26-10-23
2024,Q1,LUV,Southwest Airlines Co.,25-01-24
2024,Q2,LUV,Southwest Airlines Co.,25-04-24
2024,Q3,LUV,Southwest Airlines Co.,25-07-24
2024,Q4,LUV,Southwest Airlines Co.,24-10-24
2025,Q1,LUV,Southwest Airlines Co.,30-01-25
2025,Q2,LUV,Southwest Airlines Co.,23-04-25
2025,Q3,LUV,Southwest Airlines Co.,23-07-25
2025,Q4,LUV,Southwest Airlines Co.,22-10-25
2020,Q1,LVS,Las Vegas Sands Corp.,29-01-20
2020,Q2,LVS,Las Vegas Sands Corp.,22-04-20
2020,Q3,LVS,Las Vegas Sands Corp.,22-07-20
2020,Q4,LVS,Las Vegas Sands Corp.,21-10-20
2021,Q1,LVS,Las Vegas Sands Corp.,27-01-21
2021,Q2,LVS,Las Vegas Sands Corp.,21-04-21
2021,Q3,LVS,Las Vegas Sands Corp.,21-07-21
2021,Q4,LVS,Las Vegas Sands Corp.,20-10-21
2022,Q1,LVS,Las Vegas Sands Corp.,26-01-22
2022,Q2,LVS,Las Vegas Sands Corp.,27-04-22
2022,Q3,LVS,Las Vegas Sands Corp.,20-07-22
2022,Q4,LVS,Las Vegas Sands Corp.,19-10-22
2023,Q1,LVS,Las Vegas Sands Corp.,25-01-23
2023,Q2,LVS,Las Vegas Sands Corp.,19-04-23
2023,Q3,LVS,Las Vegas Sands Corp.,19-07-23
2023,Q4,LVS,Las Vegas Sands Corp.,18-10-23
2024,Q1,LVS,Las Vegas Sands Corp.,24-01-24
2024,Q2,LVS,Las Vegas Sands Corp.,17-04-24
2024,Q3,LVS,Las Vegas Sands Corp.,24-07-24
2024,Q4,LVS,Las Vegas Sands Corp.,23-10-24
2025,Q1,LVS,Las Vegas Sands Corp.,29-01-25
2025,Q2,LVS,Las Vegas Sands Corp.,23-04-25
2025,Q3,LVS,Las Vegas Sands Corp.,23-07-25
2025,Q4,LVS,Las Vegas Sands Corp.,22-10-25
2020,Q1,LYB,LyondellBasell Industries N.V.,31-01-20
2020,Q2,LYB,LyondellBasell Industries N.V.,01-05-20
2020,Q3,LYB,LyondellBasell Industries N.V.,31-07-20
2020,Q4,LYB,LyondellBasell Industries N.V.,30-10-20
2021,Q1,LYB,LyondellBasell Industries N.V.,29-01-21
2021,Q2,LYB,LyondellBasell Industries N.V.,30-04-21
2021,Q3,LYB,LyondellBasell Industries N.V.,30-07-21
2021,Q4,LYB,LyondellBasell Industries N.V.,29-10-21
2022,Q1,LYB,LyondellBasell Industries N.V.,28-01-22
2022,Q2,LYB,LyondellBasell Industries N.V.,29-04-22
2022,Q3,LYB,LyondellBasell Industries N.V.,29-07-22
2022,Q4,LYB,LyondellBasell Industries N.V.,28-10-22
2023,Q1,LYB,LyondellBasell Industries N.V.,03-02-23
2023,Q2,LYB,LyondellBasell Industries N.V.,28-04-23
2023,Q3,LYB,LyondellBasell Industries N.V.,04-08-23
2023,Q4,LYB,LyondellBasell Industries N.V.,27-10-23
2024,Q1,LYB,LyondellBasell Industries N.V.,02-02-24
2024,Q2,LYB,LyondellBasell Industries N.V.,26-04-24
2024,Q3,LYB,LyondellBasell Industries N.V.,02-08-24
2024,Q4,LYB,LyondellBasell Industries N.V.,01-11-24
2025,Q1,LYB,LyondellBasell Industries N.V.,31-01-25
2025,Q2,LYB,LyondellBasell Industries N.V.,25-04-25
2025,Q3,LYB,LyondellBasell Industries N.V.,01-08-25
2025,Q4,LYB,LyondellBasell Industries N.V.,31-10-25
2020,Q1,LYV,"Live Nation Entertainment, Inc.",27-02-20
2020,Q2,LYV,"Live Nation Entertainment, Inc.",07-05-20
2020,Q3,LYV,"Live Nation Entertainment, Inc.",05-08-20
2020,Q4,LYV,"Live Nation Entertainment, Inc.",05-11-20
2021,Q1,LYV,"Live Nation Entertainment, Inc.",25-02-21
2021,Q2,LYV,"Live Nation Entertainment, Inc.",06-05-21
2021,Q3,LYV,"Live Nation Entertainment, Inc.",03-08-21
2021,Q4,LYV,"Live Nation Entertainment, Inc.",04-11-21
2022,Q1,LYV,"Live Nation Entertainment, Inc.",23-02-22
2022,Q2,LYV,"Live Nation Entertainment, Inc.",05-05-22
2022,Q3,LYV,"Live Nation Entertainment, Inc.",04-08-22
2022,Q4,LYV,"Live Nation Entertainment, Inc.",03-11-22
2023,Q1,LYV,"Live Nation Entertainment, Inc.",23-02-23
2023,Q2,LYV,"Live Nation Entertainment, Inc.",04-05-23
2023,Q3,LYV,"Live Nation Entertainment, Inc.",27-07-23
2023,Q4,LYV,"Live Nation Entertainment, Inc.",02-11-23
2024,Q1,LYV,"Live Nation Entertainment, Inc.",22-02-24
2024,Q2,LYV,"Live Nation Entertainment, Inc.",02-05-24
2024,Q3,LYV,"Live Nation Entertainment, Inc.",30-07-24
2024,Q4,LYV,"Live Nation Entertainment, Inc.",11-11-24
2025,Q1,LYV,"Live Nation Entertainment, Inc.",20-02-25
2025,Q2,LYV,"Live Nation Entertainment, Inc.",01-05-25
2025,Q3,LYV,"Live Nation Entertainment, Inc.",07-08-25
2025,Q4,LYV,"Live Nation Entertainment, Inc.",10-11-25
2020,Q1,MA,Mastercard Incorporated,29-01-20
2020,Q2,MA,Mastercard Incorporated,29-04-20
2020,Q3,MA,Mastercard Incorporated,30-07-20
2020,Q4,MA,Mastercard Incorporated,28-10-20
2021,Q1,MA,Mastercard Incorporated,28-01-21
2021,Q2,MA,Mastercard Incorporated,29-04-21
2021,Q3,MA,Mastercard Incorporated,29-07-21
2021,Q4,MA,Mastercard Incorporated,28-10-21
2022,Q1,MA,Mastercard Incorporated,27-01-22
2022,Q2,MA,Mastercard Incorporated,28-04-22
2022,Q3,MA,Mastercard Incorporated,28-07-22
2022,Q4,MA,Mastercard Incorporated,27-10-22
2023,Q1,MA,Mastercard Incorporated,26-01-23
2023,Q2,MA,Mastercard Incorporated,27-04-23
2023,Q3,MA,Mastercard Incorporated,27-07-23
2023,Q4,MA,Mastercard Incorporated,26-10-23
2024,Q1,MA,Mastercard Incorporated,31-01-24
2024,Q2,MA,Mastercard Incorporated,01-05-24
2024,Q3,MA,Mastercard Incorporated,31-07-24
2024,Q4,MA,Mastercard Incorporated,31-10-24
2025,Q1,MA,Mastercard Incorporated,30-01-25
2025,Q2,MA,Mastercard Incorporated,01-05-25
2025,Q3,MA,Mastercard Incorporated,31-07-25
2025,Q4,MA,Mastercard Incorporated,30-10-25
2020,Q1,MCD,McDonald's Corporation,29-01-20
2020,Q2,MCD,McDonald's Corporation,30-04-20
2020,Q3,MCD,McDonald's Corporation,28-07-20
2020,Q4,MCD,McDonald's Corporation,09-11-20
2021,Q1,MCD,McDonald's Corporation,28-01-21
2021,Q2,MCD,McDonald's Corporation,29-04-21
2021,Q3,MCD,McDonald's Corporation,28-07-21
2021,Q4,MCD,McDonald's Corporation,27-10-21
2022,Q1,MCD,McDonald's Corporation,27-01-22
2022,Q2,MCD,McDonald's Corporation,28-04-22
2022,Q3,MCD,McDonald's Corporation,26-07-22
2022,Q4,MCD,McDonald's Corporation,27-10-22
2023,Q1,MCD,McDonald's Corporation,31-01-23
2023,Q2,MCD,McDonald's Corporation,25-04-23
2023,Q3,MCD,McDonald's Corporation,27-07-23
2023,Q4,MCD,McDonald's Corporation,30-10-23
2024,Q1,MCD,McDonald's Corporation,05-02-24
2024,Q2,MCD,McDonald's Corporation,30-04-24
2024,Q3,MCD,McDonald's Corporation,29-07-24
2024,Q4,MCD,McDonald's Corporation,29-10-24
2025,Q1,MCD,McDonald's Corporation,10-02-25
2025,Q2,MCD,McDonald's Corporation,01-05-25
2025,Q3,MCD,McDonald's Corporation,06-08-25
2025,Q4,MCD,McDonald's Corporation,28-10-25
2020,Q1,MCHP,,04-02-20
2020,Q2,MCHP,,07-05-20
2020,Q3,MCHP,,04-08-20
2020,Q4,MCHP,,05-11-20
2021,Q1,MCHP,,04-02-21
2021,Q2,MCHP,,06-05-21
2021,Q3,MCHP,,03-08-21
2021,Q4,MCHP,,04-11-21
2022,Q1,MCHP,,03-02-22
2022,Q2,MCHP,,09-05-22
2022,Q3,MCHP,,02-08-22
2022,Q4,MCHP,,03-11-22
2023,Q1,MCHP,,02-02-23
2023,Q2,MCHP,,04-05-23
2023,Q3,MCHP,,03-08-23
2023,Q4,MCHP,,02-11-23
2024,Q1,MCHP,,01-02-24
2024,Q2,MCHP,,06-05-24
2024,Q3,MCHP,,01-08-24
2024,Q4,MCHP,,05-11-24
2025,Q1,MCHP,,06-02-25
2025,Q2,MCHP,,08-05-25
2025,Q3,MCHP,,07-08-25
2025,Q4,MCHP,,10-11-25
2020,Q1,MCK,McKesson Corporation,04-02-20
2020,Q2,MCK,McKesson Corporation,20-05-20
2020,Q3,MCK,McKesson Corporation,03-08-20
2020,Q4,MCK,McKesson Corporation,03-11-20
2021,Q1,MCK,McKesson Corporation,02-02-21
2021,Q2,MCK,McKesson Corporation,06-05-21
2021,Q3,MCK,McKesson Corporation,03-08-21
2021,Q4,MCK,McKesson Corporation,01-11-21
2022,Q1,MCK,McKesson Corporation,02-02-22
2022,Q2,MCK,McKesson Corporation,05-05-22
2022,Q3,MCK,McKesson Corporation,03-08-22
2022,Q4,MCK,McKesson Corporation,01-11-22
2023,Q1,MCK,McKesson Corporation,01-02-23
2023,Q2,MCK,McKesson Corporation,08-05-23
2023,Q3,MCK,McKesson Corporation,02-08-23
2023,Q4,MCK,McKesson Corporation,01-11-23
2024,Q1,MCK,McKesson Corporation,07-02-24
2024,Q2,MCK,McKesson Corporation,07-05-24
2024,Q3,MCK,McKesson Corporation,07-08-24
2024,Q4,MCK,McKesson Corporation,06-11-24
2025,Q1,MCK,McKesson Corporation,05-02-25
2025,Q2,MCK,McKesson Corporation,08-05-25
2025,Q3,MCK,McKesson Corporation,06-08-25
2025,Q4,MCK,McKesson Corporation,05-11-25
2020,Q1,MCO,Moody's Corporation,12-02-20
2020,Q2,MCO,Moody's Corporation,30-04-20
2020,Q3,MCO,Moody's Corporation,30-07-20
2020,Q4,MCO,Moody's Corporation,29-10-20
2021,Q1,MCO,Moody's Corporation,12-02-21
2021,Q2,MCO,Moody's Corporation,28-04-21
2021,Q3,MCO,Moody's Corporation,28-07-21
2021,Q4,MCO,Moody's Corporation,28-10-21
2022,Q1,MCO,Moody's Corporation,10-02-22
2022,Q2,MCO,Moody's Corporation,02-05-22
2022,Q3,MCO,Moody's Corporation,26-07-22
2022,Q4,MCO,Moody's Corporation,25-10-22
2023,Q1,MCO,Moody's Corporation,31-01-23
2023,Q2,MCO,Moody's Corporation,25-04-23
2023,Q3,MCO,Moody's Corporation,25-07-23
2023,Q4,MCO,Moody's Corporation,25-10-23
2024,Q1,MCO,Moody's Corporation,13-02-24
2024,Q2,MCO,Moody's Corporation,02-05-24
2024,Q3,MCO,Moody's Corporation,23-07-24
2024,Q4,MCO,Moody's Corporation,22-10-24
2025,Q1,MCO,Moody's Corporation,13-02-25
2025,Q2,MCO,Moody's Corporation,22-04-25
2025,Q3,MCO,Moody's Corporation,23-07-25
2025,Q4,MCO,Moody's Corporation,21-10-25
2020,Q1,MDLZ,,29-01-20
2020,Q2,MDLZ,,28-04-20
2020,Q3,MDLZ,,28-07-20
2020,Q4,MDLZ,,02-11-20
2021,Q1,MDLZ,,28-01-21
2021,Q2,MDLZ,,27-04-21
2021,Q3,MDLZ,,27-07-21
2021,Q4,MDLZ,,02-11-21
2022,Q1,MDLZ,,27-01-22
2022,Q2,MDLZ,,26-04-22
2022,Q3,MDLZ,,26-07-22
2022,Q4,MDLZ,,01-11-22
2023,Q1,MDLZ,,31-01-23
2023,Q2,MDLZ,,27-04-23
2023,Q3,MDLZ,,27-07-23
2023,Q4,MDLZ,,01-11-23
2024,Q1,MDLZ,,30-01-24
2024,Q2,MDLZ,,30-04-24
2024,Q3,MDLZ,,30-07-24
2024,Q4,MDLZ,,29-10-24
2025,Q1,MDLZ,,04-02-25
2025,Q2,MDLZ,,29-04-25
2025,Q3,MDLZ,,29-07-25
2025,Q4,MDLZ,,04-11-25
2020,Q1,MDT,Medtronic plc,18-02-20
2020,Q2,MDT,Medtronic plc,21-05-20
2020,Q3,MDT,Medtronic plc,25-08-20
2020,Q4,MDT,Medtronic plc,24-11-20
